id,raw_text,normalized_text,label,aspect,style,noise_types,difficulty,canonical_group_id,generation_batch,approved
curated-v2-0425,"Toyota Vios yếu hơn Honda City một nhịp ở tầm trung gian, ai mê tăng tốc sẽ thất vọng.","Toyota Vios yếu hơn Honda City một nhịp ở tầm trung gian, ai mê tăng tốc sẽ thất vọng.",negative,động cơ,comparison,[],easy,curated-v2-g0425,curated-v2,approved
curated-v2-0426,"Kia Seltos máy 1.4 turbo dính lỗi chậm hộp số ở dải tốc thấp, khởi hành giật cục khó chịu.","Kia Seltos máy 1.4 turbo dính lỗi chậm hộp số ở dải tốc thấp, khởi hành giật cục khó chịu.",negative,động cơ,review,[],medium,curated-v2-g0426,curated-v2,approved
curated-v2-0427,"Máy Mẹc GLC 200 yếu hơn BMW 520i rõ ở tầm tốc trung, tiền chênh mà máy kém hơn.","Máy Mercedes GLC 200 yếu hơn BMW 520i rõ ở tầm tốc trung, tiền chênh mà máy kém hơn.",negative,động cơ,comparison,"[""brand_alias""]",medium,curated-v2-g0427,curated-v2,approved
curated-v2-0428,"Toyota Innova Cross hybrid lên đốc dốc không bằng bản máy dầu cũ, điện hồi chậm.","Toyota Innova Cross hybrid lên đốc dốc không bằng bản máy dầu cũ, điện hồi chậm.",negative,động cơ,comparison,[],medium,curated-v2-g0428,curated-v2,approved
curated-v2-0429,"Ford Territory 1.5 turbo overall bad ở tốc độ thấp, hộp số chậm xuống số, khó chịu.","Ford Territory 1.5 turbo overall tệ ở tốc độ thấp, hộp số chậm xuống số, khó chịu.",negative,động cơ,comment,"[""code_switching""]",medium,curated-v2-g0429,curated-v2,approved
curated-v2-0430,"Hyundai Stargazer máy 1.5 cũ kỹ, chở đủ 7 người là phải đạp sâu liên tục, mệt.","Hyundai Stargazer máy 1.5 cũ kỹ, chở đủ 7 người là phải đạp sâu liên tục, mệt.",negative,động cơ,comment,[],easy,curated-v2-g0430,curated-v2,approved
curated-v2-0431,"7 túi khí tiêu chuẩn, hãng chịu đầu tư an toàn thật.","7 túi khí tiêu chuẩn, hãng chịu đầu tư an toàn thật.",positive,an toàn,review,[],easy,curated-v2-g0431,curated-v2,approved
curated-v2-0432,"Hyundai SantaFe có gói Highway Driving Assist, chạy cao tốc giữ làn và giữ khoảng cách tự động.","Hyundai SantaFe có gói Highway Driving Assist, chạy cao tốc giữ làn và giữ khoảng cách tự động.",positive,an toàn,review,[],medium,curated-v2-g0432,curated-v2,approved
curated-v2-0433,"Toyota Camry có phanh khẩn cấp tự động ăn chính xác, thử trong bãi đỗ là biết ngay.","Toyota Camry có phanh khẩn cấp tự động ăn chính xác, thử trong bãi đỗ là biết ngay.",positive,an toàn,review,[],easy,curated-v2-g0433,curated-v2,approved
curated-v2-0434,"Kia Sorento có 8 túi khí và cảnh báo hành khách sau, chở trẻ em an tâm hơn hẳn.","Kia Sorento có 8 túi khí và cảnh báo hành khách sau, chở trẻ em an tâm hơn hẳn.",positive,an toàn,review,[],easy,curated-v2-g0434,curated-v2,approved
curated-v2-0435,"Honda CR-V có HUD hiển thị tốc độ trên kính, mắt không rời đường khi theo dõi.","Honda CR-V có HUD hiển thị tốc độ trên kính, mắt không rời đường khi theo dõi.",positive,an toàn,review,[],easy,curated-v2-g0435,curated-v2,approved
curated-v2-0436,"Vinfast VF 8 an toàn dc đánh giá cao trong thử nghiệm va chạm, điểm cao của hãng nội.","Vinfast Vinfast 8 an toàn được đánh giá cao trong thử nghiệm va chạm, điểm cao của hãng nội.",positive,an toàn,comment,"[""teencode""]",medium,curated-v2-g0436,curated-v2,approved
curated-v2-0437,"Toyota Innova Cross có 6 túi khí + VSC, chuẩn an toàn gia đình Việt luôn mọi người ạ.","Toyota Innova Cross có 6 túi khí + VSC, chuẩn an toàn gia đình Việt luôn mọi người ạ.",positive,an toàn,comment,[],easy,curated-v2-g0437,curated-v2,approved
curated-v2-0438,"Mitsubishi Xpander Cross 7 túi khí giá dưới 700 triệu, hiếm xe nào chịu làm vậy.","Mitsubishi Xpander Cross 7 túi khí giá dưới 700 triệu, hiếm xe nào chịu làm vậy.",positive,an toàn,comparison,[],easy,curated-v2-g0438,curated-v2,approved
curated-v2-0439,An toàn cơ bản đủ dùng.,An toàn cơ bản đủ dùng.,neutral,an toàn,short,[],easy,curated-v2-g0439,curated-v2,approved
curated-v2-0440,"Cảnh báo lệch làn hay báo nhầm, đang chạy nó réo oan 😡","Cảnh báo lệch làn hay báo nhầm, đang chạy nó réo oan 😡",negative,an toàn,short,"[""emoji""]",medium,curated-v2-g0440,curated-v2,approved
curated-v2-0441,"Toyota Fortuner bảnbase không có camera 360, tiền hơn 1 tỷ mà thiếu đồ an toàn này hơi thiếu.","Toyota Fortuner bảnbase không có camera 360, tiền hơn 1 tỷ mà thiếu đồ an toàn này hơi thiếu.",negative,an toàn,review,[],medium,curated-v2-g0441,curated-v2,approved
curated-v2-0442,"Vinfast VF 6 hệ thống giữ làn can thiệp hơi mạnh, đang bóp côn nó kéo tay lái bất ngờ.","Vinfast Vinfast 6 hệ thống giữ làn can thiệp hơi mạnh, đang bóp côn nó kéo tay lái bất ngờ.",negative,an toàn,review,[],medium,curated-v2-g0442,curated-v2,approved
curated-v2-0443,"Kia Seltos cảnh báo va chạm trước báo muộn khi xe máy cắt làn sát, còn phải tin tay lái mình.","Kia Seltos cảnh báo va chạm trước báo muộn khi xe máy cắt làn sát, còn phải tin tay lái mình.",negative,an toàn,review,[],medium,curated-v2-g0443,curated-v2,approved
curated-v2-0444,"Hyundai Accent bảnbase không có ổn định thân điện tử, tuổi xe này mà thiếu thứ này là hụt hẫng.","Hyundai Accent bảnbase không có ổn định thân điện tử, tuổi xe này mà thiếu thứ này là hụt hẫng.",negative,an toàn,review,[],medium,curated-v2-g0444,curated-v2,approved
curated-v2-0445,"Toyota Vios chỉ 2 túi khí bảnbase so với 7 túi của Attrage, an toàn kém hơn rõ trong cùng tầm tiền.","Toyota Vios chỉ 2 túi khí bảnbase so với 7 túi của Attrage, an toàn kém hơn rõ trong cùng tầm tiền.",negative,an toàn,comparison,[],easy,curated-v2-g0445,curated-v2,approved
curated-v2-0446,"Vinfast VF 9 dùng camera hành trình thay gương, nắng chiếu vào màn hình là mờ hết khó thấy.","Vinfast Vinfast 9 dùng camera hành trình thay gương, nắng chiếu vào màn hình là mờ hết khó thấy.",negative,an toàn,comparison,[],medium,curated-v2-g0446,curated-v2,approved
curated-v2-0447,"Honda City không có cảnh báo điểm mù bản thấp, Mazda2 cùng giá đã có đủ bộ.","Honda City không có cảnh báo điểm mù bản thấp, Mazda2 cùng giá đã có đủ bộ.",negative,an toàn,comparison,[],easy,curated-v2-g0447,curated-v2,approved
curated-v2-0448,"Toyota Yaris Cross cảm biến sau hay kêu oan, đỗ bãi đông nó réo liên tục khó chịu.","Toyota Yaris Cross cảm biến sau hay kêu oan, đỗ bãi đông nó réo liên tục khó chịu.",negative,an toàn,comment,[],easy,curated-v2-g0448,curated-v2,approved
curated-v2-0449,"Bảo dưỡng xe Mazda định kỳ 6 tháng 1 lần, gói trọn 5 năm hết khoảng 12 triệu.","Bảo dưỡng xe Mazda định kỳ 6 tháng 1 lần, gói trọn 5 năm hết khoảng 12 triệu.",positive,dịch vụ hậu mãi,review,[],easy,curated-v2-g0449,curated-v2,approved
curated-v2-0450,"Toyota Corolla Cross đại lý gọi nhắc lịch đúng hẹn, xe vào sớm 15 phút là tiếp nhận ngay.","Toyota Corolla Cross đại lý gọi nhắc lịch đúng hẹn, xe vào sớm 15 phút là tiếp nhận ngay.",positive,dịch vụ hậu mãi,review,[],easy,curated-v2-g0450,curated-v2,approved
curated-v2-0451,"Vinfast VF 7 có chính sách bảo hành 7 năm, tôi chạy taxi vẫn ít lo hỏng hóc nhất.","Vinfast Vinfast 7 có chính sách bảo hành 7 năm, tôi chạy taxi vẫn ít lo hỏng hóc nhất.",positive,dịch vụ hậu mãi,review,[],easy,curated-v2-g0451,curated-v2,approved
curated-v2-0452,"Hyundai Tucson bảo dưỡng lần đầu miễn phí, thay dầu và kiểm tra 20 hạng mục rõ ràng.","Hyundai Tucson bảo dưỡng lần đầu miễn phí, thay dầu và kiểm tra 20 hạng mục rõ ràng.",positive,dịch vụ hậu mãi,review,[],easy,curated-v2-g0452,curated-v2,approved
curated-v2-0453,"Kia K3 cứu hộ miễn phí 24/7, xe die giữa đường gọi 40 phút có xe kéo tới.","Kia K3 cứu hộ miễn phí 24/7, xe die giữa đường gọi 40 phút có xe kéo tới.",positive,dịch vụ hậu mãi,review,[],medium,curated-v2-g0453,curated-v2,approved
curated-v2-0454,"Toyota Fortuner phụ tùng luôn sẵn tại đại lý, sửa chữa không phải chờ đặt hàng như hãng khác.","Toyota Fortuner phụ tùng luôn sẵn tại đại lý, sửa chữa không phải chờ đặt hàng như hãng khác.",positive,dịch vụ hậu mãi,comparison,[],medium,curated-v2-g0454,curated-v2,approved
curated-v2-0455,"Vinfast có app đặt lịch sửa chữa, chọn giờ rảnh là xe vào đúng khung đó, tiện hơn gọi điện.","Vinfast có app đặt lịch sửa chữa, chọn giờ rảnh là xe vào đúng khung đó, tiện hơn gọi điện.",positive,dịch vụ hậu mãi,comparison,[],medium,curated-v2-g0455,curated-v2,approved
curated-v2-0456,"Đại lý Hyundai ở tỉnh tôi thiếu thợ giỏi, sửa máy phải chờ chuyên gia từ HN xuống.","Đại lý Hyundai ở tỉnh tôi thiếu thợ giỏi, sửa máy phải chờ chuyên gia từ HN xuống.",negative,dịch vụ hậu mãi,review,[],medium,curated-v2-g0456,curated-v2,approved
curated-v2-0457,"Honda City sửa lỗi cảm biến từ đại lý 3 lần chưa dứt, mỗi lần phải chờ hết buổi làm việc.","Honda City sửa lỗi cảm biến từ đại lý 3 lần chưa dứt, mỗi lần phải chờ hết buổi làm việc.",negative,dịch vụ hậu mãi,review,[],medium,curated-v2-g0457,curated-v2,approved
curated-v2-0458,"Toyota Fortuner đổi nhớt hãng báo giá 1.4 triệu, ra tiệm ngoài chỉ 600 nghìn, chênh nhau quá.","Toyota Fortuner đổi nhớt hãng báo giá 1.4 triệu, ra tiệm ngoài chỉ 600 nghìn, chênh nhau quá.",negative,dịch vụ hậu mãi,review,[],easy,curated-v2-g0458,curated-v2,approved
curated-v2-0459,"Vinfast VF e34 có thời gian chờ phụ tùng pin lâu, thay module mất 3 tuần mới có hàng.","Vinfast Vinfast e34 có thời gian chờ phụ tùng pin lâu, thay module mất 3 tuần mới có hàng.",negative,dịch vụ hậu mãi,review,[],medium,curated-v2-g0459,curated-v2,approved
curated-v2-0460,"Kia Seltos bảo dưỡng lần 3 hết 3.2 triệu, cao hơn dự kiến của tôi nhiều 😡","Kia Seltos bảo dưỡng lần 3 hết 3.2 triệu, cao hơn dự kiến của tôi nhiều 😡",negative,dịch vụ hậu mãi,review,"[""emoji""]",easy,curated-v2-g0460,curated-v2,approved
curated-v2-0461,"Mazda đại lý bắt mua gói bảo dưỡng trước mới giao xe, kiểu ép tiêu dùng khó chịu.","Mazda đại lý bắt mua gói bảo dưỡng trước mới giao xe, kiểu ép tiêu dùng khó chịu.",negative,dịch vụ hậu mãi,comment,[],medium,curated-v2-g0461,curated-v2,approved
curated-v2-0462,"Ford Everest phụ tùng đắt gấp đôi tiệm ngoài, sửa nhẹ cũng triệu rưỡi khó chấp nhận.","Ford Everest phụ tùng đắt gấp đôi tiệm ngoài, sửa nhẹ cũng triệu rưỡi khó chấp nhận.",negative,dịch vụ hậu mãi,comment,[],easy,curated-v2-g0462,curated-v2,approved
curated-v2-0463,"Vinfast bảo hành 7 năm cx hơn Toyota 3 năm nhiều, chạy dài thì hãng nội có lợi thế.","Vinfast bảo hành 7 năm cũng hơn Toyota 3 năm nhiều, chạy dài thì hãng nội có lợi thế.",positive,dịch vụ hậu mãi,conversational,"[""teencode""]",medium,curated-v2-g0463,curated-v2,approved
curated-v2-0464,"Bảo dưỡng Toyota Fortuner hết bao nhiêu 1 lần, có gói trọn gói 5 năm không mọi người?","Bảo dưỡng Toyota Fortuner hết bao nhiêu 1 lần, có gói trọn gói 5 năm không mọi người?",neutral,dịch vụ hậu mãi,question,[],easy,curated-v2-g0464,curated-v2,approved
curated-v2-0465,Vinfast VF 6 có được miễn phí sạc ở trạm V-Green không hay chỉ bản cũ vậy mọi người?,Vinfast Vinfast 6 có được miễn phí sạc ở trạm V-Green không hay chỉ bản cũ vậy mọi người?,neutral,dịch vụ hậu mãi,question,[],medium,curated-v2-g0465,curated-v2,approved
curated-v2-0466,"Kia Seltos bảo hành máy và hộp số bao nhiêu năm, có mở rộng được không vậy?","Kia Seltos bảo hành máy và hộp số bao nhiêu năm, có mở rộng được không vậy?",neutral,dịch vụ hậu mãi,question,[],easy,curated-v2-g0466,curated-v2,approved
curated-v2-0467,Chờ phụ tùng 2 tuần.,Chờ phụ tùng 2 tuần.,negative,dịch vụ hậu mãi,short,[],easy,curated-v2-g0467,curated-v2,approved
curated-v2-0468,Hotline xuyên đêm ko ai nghe 😡,Hotline xuyên đêm không ai nghe 😡,negative,dịch vụ hậu mãi,short,"[""teencode"", ""emoji""]",easy,curated-v2-g0468,curated-v2,approved
curated-v2-0469,"Toyota chăm sóc khách hàng dc, nhắc lịch đều đặn.","Toyota chăm sóc khách hàng được, nhắc lịch đều đặn.",positive,dịch vụ hậu mãi,short,"[""teencode""]",medium,curated-v2-g0469,curated-v2,approved
curated-v2-0470,"Vinfast VF 7 cập nhật phần mềm OTA miễn phí, xe cũ có tính năng mới như được tặng xe.","Vinfast Vinfast 7 cập nhật phần mềm OTA miễn phí, xe cũ có tính năng mới như được tặng xe.",positive,công nghệ & tiện nghi,review,[],medium,curated-v2-g0470,curated-v2,approved
curated-v2-0471,"Toyota Camry có 2 màn hình 12.3 inch liền mạch, nhìn hiện đại hẳn so với đời trước.","Toyota Camry có 2 màn hình 12.3 inch liền mạch, nhìn hiện đại hẳn so với đời trước.",positive,công nghệ & tiện nghi,review,[],easy,curated-v2-g0471,curated-v2,approved
curated-v2-0472,"Hyundai SantaFe có ghế lái massage, chạy đường dài bớt mỏi lưng rõ rệt.","Hyundai SantaFe có ghế lái massage, chạy đường dài bớt mỏi lưng rõ rệt.",positive,công nghệ & tiện nghi,review,[],easy,curated-v2-g0472,curated-v2,approved
curated-v2-0473,"Kia Carnival có cửa sổ trời hàng 2, trẻ con mê lắm mỗi chuyến đi xa.","Kia Carnival có cửa sổ trời hàng 2, trẻ con mê lắm mỗi chuyến đi xa.",positive,công nghệ & tiện nghi,review,[],easy,curated-v2-g0473,curated-v2,approved
curated-v2-0474,"Mazda CX-5 có Apple CarPlay không dây kết nối mượt, cầm điện thoại lên xe là tự nối.","Mazda cũng-5 có Apple CarPlay không dây kết nối mượt, cầm điện thoại lên xe là tự nối.",positive,công nghệ & tiện nghi,review,[],easy,curated-v2-g0474,curated-v2,approved
curated-v2-0475,"Vinfast VF 9 có camera 360 + cảm biến 12 điểm, đỗ xe chật dễ hơn xe cũ tôi nhiều.","Vinfast Vinfast 9 có camera 360 + cảm biến 12 điểm, đỗ xe chật dễ hơn xe cũ tôi nhiều.",positive,công nghệ & tiện nghi,review,[],medium,curated-v2-g0475,curated-v2,approved
curated-v2-0476,"Toyota Fortuner Legender có màn hình 10 inch + DVD, bảnbase thì thiếu trầm trọng đồ tiện nghi.","Toyota Fortuner Legender có màn hình 10 inch + DVD, bảnbase thì thiếu trầm trọng đồ tiện nghi.",neutral,công nghệ & tiện nghi,review,[],medium,curated-v2-g0476,curated-v2,approved
curated-v2-0477,"Honda CR-V có hàng loạt tính năng nhưng bản thấp thiếu lắm, phải lên bản cao mới đáng.","Honda CR-V có hàng loạt tính năng nhưng bản thấp thiếu lắm, phải lên bản cao mới đáng.",neutral,công nghệ & tiện nghi,review,[],medium,curated-v2-g0477,curated-v2,approved
curated-v2-0478,"Kia Seltos có sạc không dây nhưng vị trí đặt máy hơi thấp, rút điện thoại hơi khó.","Kia Seltos có sạc không dây nhưng vị trí đặt máy hơi thấp, rút điện thoại hơi khó.",neutral,công nghệ & tiện nghi,review,[],easy,curated-v2-g0478,curated-v2,approved
curated-v2-0479,"Toyota Corolla Cross có cruise control nhưng thiếu adaptive, giữ tốc thủ công thôi.","Toyota Corolla Cross có cruise control nhưng thiếu adaptive, giữ tốc thủ công thôi.",neutral,công nghệ & tiện nghi,comment,[],easy,curated-v2-g0479,curated-v2,approved
curated-v2-0480,"Màn hình nhỏ mà ok dc, dùng chính.","Màn hình nhỏ mà ok được, dùng chính.",neutral,công nghệ & tiện nghi,short,"[""teencode""]",medium,curated-v2-g0480,curated-v2,approved
curated-v2-0481,"Hyundai Accent có bản nào sạc điện thoại không dây không, hay toàn cắm dây vậy mọi người?","Hyundai Accent có bản nào sạc điện thoại không dây không, hay toàn cắm dây vậy mọi người?",neutral,công nghệ & tiện nghi,question,[],easy,curated-v2-g0481,curated-v2,approved
curated-v2-0482,"Toyota Innova Cross có ghế chỉnh điện hàng 2 không, hay chỉ hàng lái vậy anh em?","Toyota Innova Cross có ghế chỉnh điện hàng 2 không, hay chỉ hàng lái vậy anh em?",neutral,công nghệ & tiện nghi,question,[],easy,curated-v2-g0482,curated-v2,approved
curated-v2-0483,"Vinfast VF 7 trợ lý giọng nói hiểu tiếng Việt tốt, gọi mở điều hòa là chạy ngay.","Vinfast Vinfast 7 trợ lý giọng nói hiểu tiếng Việt tốt, gọi mở điều hòa là chạy ngay.",positive,công nghệ & tiện nghi,comment,[],medium,curated-v2-g0483,curated-v2,approved
curated-v2-0484,"Toyota Corolla Cross tiện nghi ít hơn Kia K5 rõ, cùng tiền Nhật thua Hàn về đồ chơi.","Toyota Corolla Cross tiện nghi ít hơn Kia K5 rõ, cùng tiền Nhật thua Hàn về đồ chơi.",negative,công nghệ & tiện nghi,comparison,[],easy,curated-v2-g0484,curated-v2,approved
curated-v2-0485,"Vinfast VF 6 app điều khiển từ xa hay lỗi, mở điều hòa 3 lần mới ăn lệnh phiền thật 😡","Vinfast Vinfast 6 app điều khiển từ xa hay lỗi, mở điều hòa 3 lần mới ăn lệnh phiền thật 😡",negative,công nghệ & tiện nghi,comment,"[""emoji""]",easy,curated-v2-g0485,curated-v2,approved
curated-v2-0486,"Toyota Vios màn hình 8 inch chậm chạp, kết nối CarPlay phải cắm dây chờ lâu mới nhận.","Toyota Vios màn hình 8 inch chậm chạp, kết nối CarPlay phải cắm dây chờ lâu mới nhận.",negative,công nghệ & tiện nghi,comment,[],easy,curated-v2-g0486,curated-v2,approved
curated-v2-0487,"Thiết kế Hyundai Elantra của 2026 mũi sắc hơn, lưới tản nhiệt rộng tạo cảm giác rộng.","Thiết kế Hyundai Elantra của 2026 mũi sắc hơn, lưới tản nhiệt rộng tạo cảm giác rộng.",positive,thiết kế,review,[],easy,curated-v2-g0487,curated-v2,approved
curated-v2-0488,"Vinfast VF 7 đèn hậu liền ngang nhìn đêm rất sang, một chi tiết thiết kế ăn tiền.","Vinfast Vinfast 7 đèn hậu liền ngang nhìn đêm rất sang, một chi tiết thiết kế ăn tiền.",positive,thiết kế,review,[],easy,curated-v2-g0488,curated-v2,approved
curated-v2-0489,"Toyota Fortuner Legender thiết kế thô cá tính, người thích xe mạnh mẽ sẽ ưng ngay.","Toyota Fortuner Legender thiết kế thô cá tính, người thích xe mạnh mẽ sẽ ưng ngay.",positive,thiết kế,review,[],easy,curated-v2-g0489,curated-v2,approved
curated-v2-0490,"Kia K5 thân xe dài thấp thể thao, đứng cạnh Toyota Camry trẻ trung hẳn 10 tuổi.","Kia K5 thân xe dài thấp thể thao, đứng cạnh Toyota Camry trẻ trung hẳn 10 tuổi.",positive,thiết kế,comparison,[],medium,curated-v2-g0490,curated-v2,approved
curated-v2-0491,"Mazda CX-5 thiết kế KODO nhìn vẫn đẹp sau 5 năm, không lỗi mốt kiểu xe Nhật chăm chút.","Mazda cũng-5 thiết kế KODO nhìn vẫn đẹp sau 5 năm, không lỗi mốt kiểu xe Nhật chăm chút.",positive,thiết kế,comparison,[],medium,curated-v2-g0491,curated-v2,approved
curated-v2-0492,"Toyota Vios 2026 giữ nguyên dáng 3 năm liền, nhìn phát chán liền muốn đổi xe khác.","Toyota Vios 2026 giữ nguyên dáng 3 năm liền, nhìn phát chán liền muốn đổi xe khác.",negative,thiết kế,review,[],easy,curated-v2-g0492,curated-v2,approved
curated-v2-0493,"Vinfast VF 5 Plus đuôi xe cụt gọn, một phần khoang hành lý bị hy sinh cho dáng xe.","Vinfast Vinfast 5 Plus đuôi xe cụt gọn, một phần khoang hành lý bị hy sinh cho dáng xe.",negative,thiết kế,review,[],medium,curated-v2-g0493,curated-v2,approved
curated-v2-0494,"Hyundai Accent 2026 mặt ca lăng to đùng, nhìn hơi lố với sedan tầm trung như vậy.","Hyundai Accent 2026 mặt ca lăng to đùng, nhìn hơi lố với sedan tầm trung như vậy.",negative,thiết kế,review,[],easy,curated-v2-g0494,curated-v2,approved
curated-v2-0495,"Mazda CX-8 sườn xe dài nhưng dáng nặng nề, đứng cạnh Kia Carnival thua về thanh thoát.","Mazda cũng-8 sườn xe dài nhưng dáng nặng nề, đứng cạnh Kia Carnival thua về thanh thoát.",negative,thiết kế,comparison,[],easy,curated-v2-g0495,curated-v2,approved
curated-v2-0496,"Toyota Fortuner Legender vs bản thường: chỉ khác cản và đèn, tiền chênh 60 triệu không đáng.","Toyota Fortuner Legender vs bản thường: chỉ khác cản và đèn, tiền chênh 60 triệu không đáng.",negative,thiết kế,comparison,[],medium,curated-v2-g0496,curated-v2,approved
curated-v2-0497,"Vinfast VF 9 ngoại hình to đẹp, nhưng đèn pha kém hơn Toyota Camry về độ tỏa xa đêm mưa.","Vinfast Vinfast 9 ngoại hình to đẹp, nhưng đèn pha kém hơn Toyota Camry về độ tỏa xa đêm mưa.",negative,thiết kế,comparison,[],hard,curated-v2-g0497,curated-v2,approved
curated-v2-0498,"Mâm xe Mazda3 đẹp nhất phân khúc sedan, không cần độ mâm gì thêm cả.","Mâm xe Mazda3 đẹp nhất phân khúc sedan, không cần độ mâm gì thêm cả.",positive,thiết kế,comment,[],easy,curated-v2-g0498,curated-v2,approved
curated-v2-0499,"Toyota Innova Cross nhìn như MPV gia đình, ổn áp không màu mè, đúng chất người Việt.","Toyota Innova Cross nhìn như MPV gia đình, ổn áp không màu mè, đúng chất người Việt.",neutral,thiết kế,comment,[],easy,curated-v2-g0499,curated-v2,approved
curated-v2-0500,"Thiết kế Vinfast vf 6 cx ok, không đặc biệt nhưng không xấu.","Thiết kế Vinfast Vinfast 6 cũng ok, không đặc biệt nhưng không xấu.",neutral,thiết kế,comment,"[""teencode"", ""brand_alias""]",easy,curated-v2-g0500,curated-v2,approved
curated-v2-0501,Thiết kế xe Toyota Fortuner 2026 có gì mới so với bản cũ vậy mọi người?,Thiết kế xe Toyota Fortuner 2026 có gì mới so với bản cũ vậy mọi người?,neutral,thiết kế,question,[],easy,curated-v2-g0501,curated-v2,approved
curated-v2-0502,"Vinfast VF 7 có mấy màu sơn, màu nào bán chạy nhất trong các showroom hiện nay?","Vinfast Vinfast 7 có mấy màu sơn, màu nào bán chạy nhất trong các showroom hiện nay?",neutral,thiết kế,question,[],easy,curated-v2-g0502,curated-v2,approved
curated-v2-0503,"Kia K5 nhìn ngoài có đẹp không, qua ảnh chụp bên showroom thấy hơi mờ mờ?","Kia K5 nhìn ngoài có đẹp không, qua ảnh chụp bên showroom thấy hơi mờ mờ?",neutral,thiết kế,question,[],easy,curated-v2-g0503,curated-v2,approved
curated-v2-0504,"Mâm xấu, đèn pha tối 😡","Mâm xấu, đèn pha tối 😡",negative,thiết kế,short,"[""emoji""]",easy,curated-v2-g0504,curated-v2,approved
curated-v2-0505,"Thiết kế đẹp, mâm to đã mắt.","Thiết kế đẹp, mâm to đã mắt.",positive,thiết kế,short,[],easy,curated-v2-g0505,curated-v2,approved
curated-v2-0506,"Ngoại hình ổn, chẳng nổi bật.","Ngoại hình ổn, chẳng nổi bật.",neutral,thiết kế,short,[],easy,curated-v2-g0506,curated-v2,approved
curated-v2-0507,"Toyota Camry thiết kế vẫn sang chảnh rấttt, đứng hàng lâu vẫn đẹp.","Toyota Camry thiết kế vẫn sang chảnh rất, đứng hàng lâu vẫn đẹp.",positive,thiết kế,short,"[""elongation""]",medium,curated-v2-g0507,curated-v2,approved
curated-v2-0508,"Cảm biến va chạm của Tucson nhạy, lùi chỗ đông người ko lo trầy xước.","Cảm biến va chạm của Tucson nhạy, lùi chỗ đông người không lo trầy xước.",positive,an toàn,comment,"[""teencode""]",medium,curated-v2-g0508,curated-v2,approved
curated-v2-0509,"Về an toàn, Fortuner hơn CX-8 rõ khi cả hai đều có gói giữ làn nhưng Toy ổn định hơn ở tốc độ cao.","Về an toàn, Fortuner hơn cũng-8 rõ khi cả hai đều có gói giữ làn nhưng Toyota ổn định hơn ở tốc độ cao.",positive,an toàn,comparison,"[""brand_alias""]",hard,curated-v2-g0509,curated-v2,approved
curated-v2-0510,Vinfast VF 7 phanh rấttt chắc tay.,Vinfast Vinfast 7 phanh rất chắc tay.,positive,an toàn,short,"[""elongation""]",medium,curated-v2-g0510,curated-v2,approved
curated-v2-0511,Mazda CX-5 2024 có thêm cảnh báo điểm mù ko các bác?,Mazda cũng-5 2024 có thêm cảnh báo điểm mù không các bác?,neutral,an toàn,question,"[""teencode""]",medium,curated-v2-g0511,curated-v2,approved
curated-v2-0512,"Xe hien tai trang bi 2 tui khi, du dung trong do thi nhung chua vuot troi so voi doi thu.","Xe hien tai trang bi 2 tui khi, du dung trong do thi nhung chua vuot troi so voi doi thu.",neutral,an toàn,comment,"[""missing_diacritics""]",medium,curated-v2-g0512,curated-v2,approved
curated-v2-0513,"ABS va EBD la cau hinh chuan cua Honda City, doc ky bang thong so se thay.","ABS va EBD la cau hinh chuan cua Honda City, doc ky bang thong so se thay.",neutral,an toàn,comment,"[""missing_diacritics""]",easy,curated-v2-g0513,curated-v2,approved
curated-v2-0514,"Nghe nói Seltos đợt trước có đợt triệu hồi, giờ bác nào dùng cho xin thông tin bản mới đã sửa chưa ko?","Nghe nói Seltos đợt trước có đợt triệu hồi, giờ bác nào dùng cho xin thông tin bản mới đã sửa chưa không?",neutral,an toàn,question,"[""teencode""]",hard,curated-v2-g0514,curated-v2,approved
curated-v2-0515,Cả Vinfast VF 6 lẫn Xpander đều đạt 4 sao về an toàn tại thử nghiệm va chạm Đông Nam Á.,Cả Vinfast Vinfast 6 lẫn Xpander đều đạt 4 sao về an toàn tại thử nghiệm va chạm Đông Nam Á.,neutral,an toàn,comparison,[],hard,curated-v2-g0515,curated-v2,approved
curated-v2-0516,Kia Sonet co camera 360 ban cao.,Kia Sonet co camera 360 ban cao.,neutral,an toàn,short,"[""missing_diacritics""]",easy,curated-v2-g0516,curated-v2,approved
curated-v2-0517,"Mình để ý hãng nào cũng quảng cáo an toàn 5 sao, thực tế chạy xe Hàn vẫn thấy đỡ chắc hơn xe Đức chút.","Mình để ý hãng nào cũng quảng cáo an toàn 5 sao, thực tế chạy xe Hàn vẫn thấy đỡ chắc hơn xe Đức chút.",neutral,an toàn,conversational,[],medium,curated-v2-g0517,curated-v2,approved
curated-v2-0518,"Cửa xe Kia Seltos tự khóa khi chạy, tính năng an toàn cơ bản hoạt động đều đặn không gặp trục trặc gì.","Cửa xe Kia Seltos tự khóa khi chạy, tính năng an toàn cơ bản hoạt động đều đặn không gặp trục trặc gì.",neutral,an toàn,comment,[],easy,curated-v2-g0518,curated-v2,approved
